torsion      84    3   24   84      2.300 0.0 1   6.089 180.0 2   0.000 0.0 3
torsion      84    3   24   87      2.300 0.0 1   6.089 180.0 2   0.000 0.0 3
torsion      87    3   24   45      0.000 0.0 1   4.900 180.0 2   0.000 0.0 3
torsion      87    3   24   48      2.300 0.0 1   6.089 180.0 2   0.000 0.0 3
torsion      87    3   24   84      2.300 0.0 1   6.089 180.0 2   0.000 0.0 3
torsion      87    3   24   87      2.300 0.0 1   6.089 180.0 2   0.000 0.0 3
torsion       0    3   47   13      0.900 0.0 1   0.230 180.0 2  -0.505 0.0 3
torsion       4    3   47   46      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       4    3   47   47      2.500 0.0 1   6.000 180.0 2   0.000 0.0 3
torsion       5    3   47   47      3.200 0.0 1  -3.000 180.0 2   0.000 0.0 3
torsion      24    3   47   46      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      24    3   47   47      2.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion     107    3   47   46      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion     107    3   47   47      2.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       4    3   48   48      0.000 0.0 1   2.100 180.0 2   0.000 0.0 3
torsion       5    3   48   48      0.000 0.0 1   2.100 180.0 2   0.000 0.0 3
torsion      13    3   48   48      0.000 0.0 1   0.200 180.0 2   0.000 0.0 3
torsion      20    3   48   48      0.000 0.0 1   2.100 180.0 2   0.000 0.0 3
torsion      24    3   48   48      0.000 0.0 1   1.100 180.0 2   0.000 0.0 3
torsion      46    3   48   48      0.000 0.0 1   0.200 180.0 2   0.000 0.0 3
torsion       0    3   50   13      0.900 0.0 1   0.230 180.0 2  -0.505 0.0 3
torsion       4    3   50   47      2.500 0.0 1   6.000 180.0 2   0.000 0.0 3
torsion       5    3   50   47      3.200 0.0 1  -3.000 180.0 2   0.000 0.0 3
torsion      13    3   50   47      0.800 0.0 1  -3.000 180.0 2   0.000 0.0 3
torsion      13    3   56    0      0.000 0.0 1  14.000 180.0 2   0.000 0.0 3
torsion      13    3   56   13      0.000 0.0 1  14.000 180.0 2   0.000 0.0 3
torsion      46    3   56    0      0.000 0.0 1  14.000 180.0 2   0.000 0.0 3
torsion      46    3   56   45      0.000 0.0 1  14.000 180.0 2   0.000 0.0 3
torsion       0    3   60    0      0.000 0.0 1   7.000 180.0 2   0.000 0.0 3
torsion       4    3   60    0      0.000 0.0 1   7.000 180.0 2   0.000 0.0 3
torsion       4    3   82    0      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       4    3   82   57      2.000 0.0 1   1.000 180.0 2   0.000 0.0 3
torsion       4    3   82   61      0.000 0.0 1   1.000 180.0 2   0.000 0.0 3
torsion      82    3   82   57     -2.000 0.0 1   1.000 180.0 2   0.000 0.0 3
torsion      82    3   82   61      0.000 0.0 1   1.000 180.0 2   0.000 0.0 3
torsion       4    3   84   20     -0.750 0.0 1   1.500 180.0 2   0.000 0.0 3
torsion       4    3   84   87      0.750 0.0 1   1.500 180.0 2   0.000 0.0 3
torsion      84    3   84   20      0.000 0.0 1   1.500 180.0 2   0.000 0.0 3
torsion      84    3   84   87      0.000 0.0 1   1.500 180.0 2   0.000 0.0 3
torsion      48    3   86   48      0.000 0.0 1   2.170 180.0 2   0.000 0.0 3
torsion       0    3   87    0      0.000 0.0 1   7.250 180.0 2   0.000 0.0 3
torsion       4    3   87   84      0.000 0.0 1   2.100 180.0 2   0.000 0.0 3
torsion       4    3   87   87      0.000 0.0 1   2.100 180.0 2   0.000 0.0 3
torsion      24    3   87   84      0.000 0.0 1   1.100 180.0 2   0.000 0.0 3
torsion      24    3   87   87      0.000 0.0 1   1.100 180.0 2   0.000 0.0 3
torsion       4    3  107   13      0.000 0.0 1   4.900 180.0 2   0.000 0.0 3
torsion      13    3  107   13      0.000 0.0 1   4.900 180.0 2   0.000 0.0 3
torsion       4    3  109  109      2.500 0.0 1   6.000 180.0 2   0.000 0.0 3
torsion       5    3  109  109      3.200 0.0 1  -3.000 180.0 2   0.000 0.0 3
torsion       0    4  106    0      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       7    5   10    2      0.300 0.0 1   0.000 180.0 2   0.500 0.0 3
torsion       7    5   10    6      0.300 0.0 1   0.000 180.0 2   0.500 0.0 3
torsion       7    5   13    2      0.000 0.0 1   0.000 180.0 2   0.200 0.0 3
torsion       7    5   13    6      0.000 0.0 1   0.000 180.0 2   0.200 0.0 3
torsion       7    5   13   13     -0.356 0.0 1  -0.174 180.0 2   0.492 0.0 3
torsion       7    5   13   46      0.000 0.0 1   0.000 180.0 2   0.352 0.0 3
torsion       7    5   13   47     -0.900 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       7    5   13   48     -0.900 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       7    5   13   50     -0.900 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       7    5   44   13      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion       7    5   44   45      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion       7    5   24    3      5.519 0.0 1  -6.700 180.0 2   0.581 0.0 3
torsion       7    5   24   45      2.722 0.0 1  -5.154 180.0 2   0.000 0.0 3
torsion       7    5   47   47      0.000 0.0 1   1.682 180.0 2   0.000 0.0 3
torsion       7    5   48   48      0.000 0.0 1   1.682 180.0 2   0.000 0.0 3
torsion       7    5   51   20     -1.257 0.0 1  -1.806 180.0 2   0.003 0.0 3
torsion       7    5   56    3      3.000 0.0 1   3.000 180.0 2   0.000 0.0 3
torsion       7    5   64    4      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       7    5   64    5      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       7    5   79   13     -0.750 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       7    5   79   23      0.750 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       7    5   79   48      2.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       0   13   13    3     -4.344 0.0 1  -1.714 180.0 2   0.000 0.0 3
torsion       0   13   13   13      1.711 0.0 1  -0.500 180.0 2   0.663 0.0 3
torsion       0   13   13   24      1.428 0.0 1   0.086 180.0 2   0.029 0.0 3
torsion       1   13   13    1     -2.500 0.0 1   0.000 180.0 2   0.250 0.0 3
torsion       1   13   13    5      0.000 0.0 1   0.000 180.0 2   0.540 0.0 3
torsion       1   13   13   13      0.300 0.0 1  -0.400 180.0 2   0.400 0.0 3
torsion       1   13   13   46      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion       3   13   13    3     -0.550 0.0 1   0.000 180.0 2   1.000 0.0 3
torsion       3   13   13    5     -6.180 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       3   13   13   13     -2.060 0.0 1  -0.313 180.0 2   0.315 0.0 3
torsion       3   13   13   15     -4.344 0.0 1  -1.714 180.0 2   0.000 0.0 3
torsion       3   13   13   16     -4.344 0.0 1  -1.714 180.0 2   0.000 0.0 3
torsion       3   13   13   24     -9.000 0.0 1   2.000 180.0 2   0.800 0.0 3
torsion       3   13   13   46      0.000 0.0 1   0.000 180.0 2  -0.100 0.0 3
torsion       3   13   13   48     -1.697 0.0 1  -0.456 180.0 2   0.585 0.0 3
torsion       3   13   13   80     -1.697 0.0 1  -0.456 180.0 2   0.585 0.0 3
torsion       5   13   13    5      9.508 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       5   13   13   13     -1.552 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       5   13   13   20      4.319 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       5   13   13   44      8.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       5   13   13   24      6.280 0.0 1  -1.467 180.0 2   2.030 0.0 3
torsion       5   13   13   46      0.000 0.0 1   0.000 180.0 2   0.468 0.0 3
torsion      13   13   13   13      1.300 0.0 1  -0.050 180.0 2   0.200 0.0 3
torsion      13   13   13   15      1.262 0.0 1  -0.198 180.0 2   0.465 0.0 3
torsion      13   13   13   16      2.619 0.0 1  -0.620 180.0 2   0.258 0.0 3
torsion      13   13   13   19      0.000 0.0 1  -0.650 180.0 2   0.000 0.0 3
torsion      13   13   13   21      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion      13   13   13   44      2.392 0.0 1  -0.674 180.0 2   0.550 0.0 3
torsion      13   13   13   24      0.845 0.0 1  -0.962 180.0 2   0.713 0.0 3
torsion      13   13   13   46      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion      13   13   13   51      1.300 0.0 1  -0.050 180.0 2   0.200 0.0 3
torsion      13   13   13   53      2.732 0.0 1  -0.229 180.0 2   0.485 0.0 3
torsion      13   13   13   65      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion      13   13   13   66      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion      13   13   13   79      1.262 0.0 1  -0.198 180.0 2   0.465 0.0 3
torsion      13   13   13  107      1.964 0.0 1   0.000 180.0 2   0.659 0.0 3
torsion      13   13   13  108      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      15   13   13   46      0.000 0.0 1   0.000 180.0 2   0.452 0.0 3
torsion      16   13   13   46      0.000 0.0 1   0.000 180.0 2   0.452 0.0 3
torsion      19   13   13   46      0.000 0.0 1   0.000 180.0 2   0.366 0.0 3
torsion      20   13   13   20     -0.550 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      20   13   13   46      0.000 0.0 1   0.000 180.0 2   0.468 0.0 3
torsion      21   13   13   21     -0.250 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      21   13   13   44      2.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      21   13   13   46      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion      44   13   13   44     11.035 0.0 1  -0.968 180.0 2   0.270 0.0 3
torsion      44   13   13   46     -1.013 0.0 1  -0.709 180.0 2   0.473 0.0 3
torsion      44   13   13   48     -0.800 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      24   13   13   46      0.000 0.0 1   0.000 180.0 2   0.464 0.0 3
torsion      24   13   13   48      0.845 0.0 1  -0.962 180.0 2   0.713 0.0 3
torsion      24   13   13   80      0.845 0.0 1  -0.962 180.0 2   0.713 0.0 3
torsion      46   13   13   46      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion      46   13   13   47      0.000 0.0 1   0.000 180.0 2   0.366 0.0 3
torsion      46   13   13   48      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13   51      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion      46   13   13   53      0.000 0.0 1   0.000 180.0 2   0.384 0.0 3
torsion      46   13   13   55      0.000 0.0 1   0.000 180.0 2  -0.582 0.0 3
torsion      46   13   13   59      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13   62      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13   65      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion      46   13   13   66      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion      46   13   13   79      0.000 0.0 1   0.000 180.0 2   0.452 0.0 3
torsion      46   13   13   80      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13   82      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13   83      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13   84      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13   87      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13   88      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
torsion      46   13   13  102      0.000 0.0 1   0.000 180.0 2  -0.225 0.0 3
torsion      46   13   13  104      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion      46   13   13  107      0.000 0.0 1   0.000 180.0 2   0.464 0.0 3
torsion      46   13   13  108      0.000 0.0 1   0.000 180.0 2   0.450 0.0 3
torsion      46   13   13  109      0.000 0.0 1   0.000 180.0 2   0.366 0.0 3
torsion      48   13   13   53      1.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion     108   13   13  108      5.200 0.0 1  -0.500 180.0 2   0.000 0.0 3
torsion      13   13   15   17     -0.759 0.0 1  -0.282 180.0 2   0.680 0.0 3
torsion      46   13   15   17      0.000 0.0 1   0.000 180.0 2   0.480 0.0 3
torsion      13   13   16   13      0.925 0.0 1  -0.576 180.0 2   0.677 0.0 3
torsion      13   13   16   16      1.941 0.0 1  -0.836 180.0 2   0.935 0.0 3
torsion      46   13   16   13      0.000 0.0 1   0.000 180.0 2   0.647 0.0 3
torsion      46   13   16   16      0.000 0.0 1   0.000 180.0 2   0.558 0.0 3
torsion      46   13   16   48      0.000 0.0 1   0.000 180.0 2   0.647 0.0 3
torsion       0   13   18   19      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      46   13   18   19      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       0   13   19   18      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       0   13   19   19      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      13   13   19   19      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      46   13   19   19      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       0   13   20   13     -0.521 0.0 1  -2.018 180.0 2   1.996 0.0 3
torsion      56   13   20   13     -0.500 0.0 1  -1.500 180.0 2   1.000 0.0 3
torsion      57   13   20   13     -0.500 0.0 1  -1.500 180.0 2   1.000 0.0 3
torsion      13   13   20    3     -1.220 0.0 1  -0.126 180.0 2   0.422 0.0 3
torsion      13   13   20   13      0.650 0.0 1  -0.250 180.0 2   0.670 0.0 3
torsion      13   13   20   64     -1.420 0.0 1  -0.620 180.0 2   0.100 0.0 3
torsion      46   13   20    0      0.000 0.0 1   0.000 180.0 2   0.760 0.0 3
torsion      46   13   20    3      0.000 0.0 1   0.000 180.0 2   0.198 0.0 3
torsion      46   13   20   47      0.000 0.0 1   0.000 180.0 2   0.760 0.0 3
torsion      46   13   20   48      0.000 0.0 1   0.000 180.0 2   0.760 0.0 3
torsion      46   13   20   51      0.000 0.0 1   0.000 180.0 2   0.760 0.0 3
torsion      46   13   20   64      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion       0   13   24   45      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       3   13   24    3     -2.365 0.0 1   0.912 180.0 2  -0.850 0.0 3
torsion       3   13   24   13     -1.737 0.0 1   1.251 180.0 2  -3.501 0.0 3
torsion       3   13   24   45      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      13   13   24    3      0.000 0.0 1   0.462 180.0 2   0.000 0.0 3
torsion      13   13   24   13      4.753 0.0 1  -0.734 180.0 2   0.000 0.0 3
torsion      13   13   24   45      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      13   13   24   59      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      13   13   24   79      2.929 0.0 1  -2.533 180.0 2   0.497 0.0 3
torsion      13   13   24   91      2.300 0.0 1   6.089 180.0 2   0.000 0.0 3
torsion      46   13   24    3      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      46   13   24   13      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      46   13   24   45      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      46   13   24   48      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      46   13   24   79      1.362 0.0 1  -1.457 180.0 2   0.149 0.0 3
torsion      48   13   24   59      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      13   13   44   13      0.416 0.0 1  -0.128 180.0 2   0.695 0.0 3
torsion      13   13   44   45     -0.190 0.0 1  -0.417 180.0 2   0.418 0.0 3
torsion      46   13   44   13      0.000 0.0 1   0.000 180.0 2   0.560 0.0 3
torsion      46   13   44   45      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion      46   13   44   48      0.000 0.0 1   0.000 180.0 2   0.560 0.0 3
torsion       0   13   47   13      1.711 0.0 1  -0.500 180.0 2   0.663 0.0 3
torsion       0   13   47   46      0.000 0.0 1   0.000 180.0 2   0.468 0.0 3
torsion       0   13   47   47      0.500 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       0   13   47   50      0.500 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       1   13   47   47      0.500 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      13   13   47   13      2.817 0.0 1  -0.169 180.0 2   0.543 0.0 3
torsion      13   13   47   47      0.346 0.0 1   0.405 180.0 2  -0.904 0.0 3
torsion      13   13   47   50      0.346 0.0 1   0.405 180.0 2  -0.904 0.0 3
torsion      46   13   47   13      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion      46   13   47   46      0.000 0.0 1   0.000 180.0 2   0.318 0.0 3
torsion      46   13   47   47      0.000 0.0 1   0.000 180.0 2  -0.372 0.0 3
torsion      46   13   47   50      0.000 0.0 1   0.000 180.0 2  -0.372 0.0 3
torsion      46   13   47  110      0.000 0.0 1   0.000 180.0 2  -0.250 0.0 3
torsion      47   13   47   13      0.000 0.0 1  -8.000 180.0 2   0.000 0.0 3
torsion      47   13   47   46      0.000 0.0 1  -8.000 180.0 2   0.000 0.0 3
torsion       0   13   48   48      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion       1   13   48   48      0.000 0.0 1   0.450 180.0 2   0.000 0.0 3
torsion      13   13   48   48      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      13   13   48   56     -0.500 0.0 1   0.500 180.0 2  -0.500 0.0 3
torsion      21   13   48   48      0.000 0.0 1  -0.400 180.0 2   0.000 0.0 3
torsion      46   13   48   48      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      64   13   48   48      0.000 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      65   13   48   48      0.000 0.0 1   0.000 180.0 2   0.400 0.0 3
torsion       0   13   50   47      0.500 0.0 1   0.000 180.0 2   0.000 0.0 3
torsion      13   13   50   50      0.346 0.0 1   0.405 180.0 2  -0.904 0.0 3
torsion      46   13   50   47      0.000 0.0 1   0.000 180.0 2  -0.372 0.0 3
torsion      46   13   50   50      0.000 0.0 1   0.000 180.0 2  -0.372 0.0 3
torsion      46   13   50  109      0.000 0.0 1   0.000 180.0 2  -0.372 0.0 3
torsion      13   13   51    0      1.711 0.0 1  -0.500 180.0 2   0.663 0.0 3
torsion      13   13   51   46      0.000 0.0 1   0.000 180.0 2   0.300 0.0 3
torsion      46   13   51   20      0.000 0.0 1   0.000 180.0 2   0.468 0.0 3
torsion      13   13   53   13      1.438 0.0 1  -0.124 180.0 2   0.264 0.0 3
torsion      13   13   53   45      0.000 0.0 1   0.000 180.0 2   0.347 0.0 3
torsion      46   13   53   13      0.000 0.0 1   0.000 180.0 2   0.302 0.0 3
torsion      46   13   53   45      0.000 0.0 1   0.000 180.0 2   0.261 0.0 3
torsion      46   13   53   48      0.000 0.0 1   0.000 180.0 2   0.462 0.0 3
